! - doc3.txt
!" - doc3.txt
"eclipse."' - doc3.txt
"eh - doc3.txt
"eight!" - doc3.txt
"eight--thousand!" - doc3.txt
"eight-five." - doc3.txt
"eloquent - doc3.txt
"endless - doc3.txt
"england - doc3.txt
"england." - doc3.txt
"enterprise." - doc3.txt
"ever-blooming - doc3.txt
"every - doc2.txt
"everybody?" - doc3.txt
"everything." - doc3.txt
"evidence." - doc3.txt
"evidences - doc3.txt
"examine." - doc3.txt
"except - doc3.txt
"explain." - doc3.txt
"expression," - doc3.txt
"fact," - doc3.txt
"faithful - doc3.txt
"family?" - doc3.txt
"fanny - doc2.txt
"fast?" - doc3.txt
"father!" - doc3.txt
"features" - doc3.txt
"feeling" - doc3.txt
"fellow-citizens"; - doc3.txt
"fire!" - doc3.txt
"fire--!" - doc3.txt
"fire-assay"--a - doc3.txt
"fire-coals." - doc3.txt
"fire-escape" - doc3.txt
"firm," - doc3.txt
"first - doc3.txt
"first" - doc3.txt
"first-class - doc3.txt
"five-forty-five!" - doc3.txt
"flint-picker?" - doc3.txt
"flush - doc3.txt
"fly!" - doc3.txt
"fo'castle." - doc3.txt
"for'rard" - doc3.txt
"force." - doc3.txt
"forever." - doc3.txt
"formulas" - doc3.txt
"forty-niner." - doc3.txt
"forward!" - doc3.txt
"found." - doc3.txt
"four!" - doc3.txt
"frankness - doc3.txt
"freak" - doc3.txt
"frederick." - doc2.txt
"freedomolovnaivanovich." - doc3.txt
"french." - doc3.txt
"freundschaft - doc3.txt
"friend--" - doc3.txt
"front--face!" - doc3.txt
"frozen - doc3.txt
"full - doc3.txt
"fund" - doc3.txt
"g. - doc3.txt
"gallery" - doc3.txt
"gallic." - doc3.txt
"game--" - doc3.txt
"gates - doc3.txt
"gatto." - doc3.txt
"gentlemen," - doc3.txt
"gentlemen; - doc3.txt
"get - doc3.txt
"give - doc3.txt
"go!" - doc3.txt
"go!--go - doc3.txt
"go" - doc3.txt
"god - doc3.txt
"god." - doc3.txt
"goggles?" - doc3.txt
"going, - doc3.txt
"going--going--" - doc3.txt
"going?" - doc3.txt
"goo-goo" - doc3.txt
"goo-goo--goo-goo-goo" - doc3.txt
"good-bye - doc3.txt
"gores," - doc3.txt
"grade." - doc3.txt
"grandfather?" - doc3.txt
"grapes!" - doc3.txt
"great - doc3.txt
"great-grandfather?" - doc3.txt
"great-great-grandfather?" - doc3.txt
"greatly - doc3.txt
"grub" - doc3.txt
"guilty." - doc3.txt
"gully-keeper" - doc3.txt
"gungadin": - doc3.txt
"hades" - doc3.txt
"hail - doc3.txt
"halt!" - doc3.txt
"handiness" - doc3.txt
"hands - doc3.txt
"harem." - doc3.txt
"harem?" - doc3.txt
"harmonious." - doc3.txt
"hast - doc3.txt
"hatchment." - doc3.txt
"hattie." - doc3.txt
"have - doc3.txt
"havel." - doc3.txt
"he--" - doc3.txt
"healthy - doc3.txt
"hear - doc3.txt
"heaves"; - doc3.txt
"hello!" - doc3.txt
"hello-central!" - doc3.txt
"hello-girl?" - doc3.txt
"henry - doc3.txt
"here." - doc3.txt
"here?" - doc3.txt
"herewith." - doc3.txt
"heyday! - doc2.txt
"hi-yi! - doc3.txt
"high - doc3.txt
"his - doc2.txt
"history" - doc3.txt
"hold - doc3.txt
"holsatia." - doc3.txt
"homely" - doc3.txt
"horatio - doc3.txt
"horse--buggy--cutter--lap-robe--patent-leathers--dog--plug-hat - doc3.txt
"how?" - doc3.txt
"huck - doc3.txt
"huckleberry - doc3.txt
"humanity." - doc3.txt
"humboldt! - doc3.txt
"hurricane" - doc3.txt
"huzza!" - doc3.txt
"hyroqwhich?" - doc3.txt
"hyste." - doc3.txt
"i!" - doc3.txt
"i"? - doc3.txt
"i--" - doc3.txt
"i--have - doc3.txt
"i--love--you!" - doc3.txt
"idiot - doc3.txt
"idiot!" - doc3.txt
"ilium - doc3.txt
"im-poseeeble!" - doc3.txt
"imbecility!" - doc3.txt
"imperative - doc3.txt
"increase!" - doc2.txt
"incredible." - doc3.txt
"indeed, - doc2.txt
"indications," - doc3.txt
"indo-anglian - doc3.txt
"infidel - doc3.txt
"injun." - doc3.txt
"innocents - doc3.txt
"innocents" - doc3.txt
"instructed - doc3.txt
"instructions" - doc3.txt
"insulting." - doc3.txt
"interesting" - doc3.txt
"interview." - doc3.txt
"intimately." - doc2.txt
"it!" - doc3.txt
"it's - doc3.txt
"it." - doc3.txt
"item":-- - doc3.txt
"its." - doc3.txt
"jackson." - doc3.txt
"jake." - doc3.txt
"jes' - doc3.txt
"jim!" - doc3.txt
"jimpson" - doc3.txt
"joan." - doc3.txt
"jock" - doc3.txt
"journal" - doc3.txt
"joy!" - doc3.txt
"judge." - doc3.txt
"julia - doc2.txt
"jumbo." - doc3.txt
"keep - doc3.txt
"kick!" - doc3.txt
"kingdoms" - doc3.txt
"km." - doc3.txt
"knight - doc3.txt
"l'arbre - doc3.txt
"labbord!--stabbord!--s-t-e-a-d-y!--so! - doc3.txt
"lady - doc2.txt
"lafts - doc3.txt
"lake - doc3.txt
"land" - doc3.txt
"language" - doc3.txt
"lark," - doc3.txt
"latin." - doc3.txt
"laura, - doc3.txt
"layout" - doc3.txt
"les - doc3.txt
"letters - doc3.txt
"liberty," - doc3.txt
"library.") - doc3.txt
"lie - doc3.txt
"life - doc3.txt
"life-size" - doc3.txt
"light - doc3.txt
"like - doc3.txt
"like" - doc3.txt
"listen!" - doc3.txt
"literature." - doc3.txt
"live" - doc3.txt
"localized" - doc3.txt
"log-rolling." - doc3.txt
"long - doc3.txt
"look!" - doc3.txt
"lord - doc2.txt
"lordy!" - doc3.txt
"louisa." - doc2.txt
"m'sieu - doc3.txt
"m-y - doc3.txt
"m-y-word!" - doc3.txt
"mais, - doc3.txt
"mal-ease." - doc3.txt
"mantel-piece - doc3.txt
"mark - doc3.txt
"married!" - doc3.txt
"marshall"--the - doc3.txt
"master, - doc3.txt
"master?" - doc3.txt
"may, - doc3.txt
"mayn't - doc3.txt
"maze - doc3.txt
"me!" - doc3.txt
"me." - doc3.txt
"me."--m.t.] - doc3.txt
"meat - doc3.txt
"mekkamuselmannenmassenmenchenmoerdermohrenmuttermarmormonumentenmacher!" - doc3.txt
"memoranda" - doc3.txt
"memoranda". - doc3.txt
"michael - doc3.txt
"milksop!" - doc3.txt
"millet - doc3.txt
"mine." - doc3.txt
"miracle"--a - doc3.txt
"miss - doc2.txt
"mist-er.....er - doc3.txt
"moblirte - doc3.txt
"mohammed," - doc3.txt
"more - doc3.txt
"mother - doc3.txt
"mr - doc2.txt
"mrs. - doc2.txt
"mumps." - doc3.txt
"murder," - doc3.txt
"murther!" - doc1.txt
"my"? - doc3.txt
"mystery" - doc3.txt
"n--no." - doc3.txt
"n-no." - doc3.txt
"name?" - doc3.txt
"nasty." - doc3.txt
"natchez." - doc3.txt
"nation" - doc3.txt
"ne-ver?" - doc3.txt
"never - doc2.txt
"never-never - doc3.txt
"never." - doc1.txt
"next!" - doc3.txt
"next." - doc3.txt
"nihilistendynamittheaterkaestchenssprengungsattentaetsversuchungen!" - doc3.txt
"no!!!" - doc3.txt
"no!" - doc3.txt
"no'm." - doc3.txt
"no--dead." - doc3.txt
"no--nothing." - doc3.txt
"no?" - doc3.txt
"noble - doc3.txt
"nobody." - doc3.txt
"none." - doc3.txt
"not - doc3.txt
"notes," - doc3.txt
"noth'n!" - doc3.txt
"noth'n." - doc3.txt
"nothing - doc3.txt
"nothing." - doc3.txt
"notice." - doc3.txt
"notish." - doc3.txt
"now!" - doc3.txt
"now, - doc3.txt
"now." - doc3.txt
"o." - doc3.txt
"obsequies." - doc3.txt
"of - doc3.txt
"oh - doc3.txt
"oh! - doc2.txt
"oh!" - doc2.txt
"oh, - doc3.txt
"oh," - doc3.txt
"oh--exactly." - doc3.txt
"oils." - doc3.txt
"old" - doc3.txt
"one - doc2.txt
"one--!" - doc3.txt
"one--two--three--fire!" - doc3.txt
"orange!" - doc3.txt
"ordained - doc3.txt
"order! - doc3.txt
"othello." - doc3.txt
"ouch!" - doc3.txt
"our - doc3.txt
"out - doc2.txt
"outside," - doc3.txt
"over!" - doc3.txt
"pacific - doc3.txt
"pads?" - doc3.txt
"palace." - doc3.txt
"papa." - doc3.txt
"parsifal" - doc3.txt
"parsifal," - doc3.txt
"passionately." - doc3.txt
"peculiarly - doc3.txt
"perfectly." - doc3.txt
"perhaps - doc3.txt
"permit." - doc3.txt
"phillips." - doc3.txt
"phwere's - doc3.txt
"place - doc3.txt
"placer"; - doc3.txt
"please, - doc3.txt
"plough" - doc3.txt
"po' - doc3.txt
"pocket - doc3.txt
"political - doc3.txt
"political-- - doc3.txt
"pollution." - doc3.txt
"pone" - doc3.txt
"poor"-- - doc3.txt
"poppa" - doc3.txt
"possibly." - doc3.txt
"preliminaries" - doc3.txt
"presbyterian" - doc3.txt
"presume" - doc3.txt
"pretty." - doc3.txt
"previously - doc3.txt
"primaries,") - doc3.txt
"private" - doc3.txt
"pro- - doc1.txt
"proceed." - doc3.txt
"proclamation - doc3.txt
"professors" - doc3.txt
"prospecting." - doc3.txt
"providence's - doc3.txt
"puffs," - doc3.txt
"put - doc3.txt
"q." - doc3.txt
"quaker - doc3.txt
"quarter-her----" - doc3.txt
"queen's - doc3.txt
"rage!" - doc3.txt
"railroad - doc3.txt
"raised - doc3.txt
"ranch." - doc3.txt
"ready - doc2.txt
"ready." - doc3.txt
"ready?" - doc3.txt
"records." - doc3.txt
"reform!" - doc3.txt
"regulars" - doc3.txt
"remain." - doc3.txt
"resign?" - doc3.txt
"return - doc3.txt
"revenge!" - doc3.txt
"right." - doc3.txt
"righteous - doc3.txt
"rinalds" - doc3.txt
"rise!" - doc3.txt
"river" - doc3.txt
"rosannah!" - doc3.txt
"rossmore!" - doc3.txt
"russell's - doc3.txt
"rusticated?" - doc3.txt
"ruth." - doc3.txt
"ruth?" - doc3.txt
"sad, - doc2.txt
"sage-tea" - doc3.txt
"sammy" - doc3.txt
"samples?" - doc3.txt
"sandwich - doc3.txt
"satan!" - doc3.txt
"saturday, - doc3.txt
"say, - doc3.txt
"say--aleck?" - doc3.txt
"scandalously - doc3.txt
"schreiber." - doc3.txt
"schweitzerhof." - doc3.txt
"science" - doc3.txt
"season" - doc3.txt
"second - doc3.txt
"see - doc3.txt
"select." - doc3.txt
"sell - doc3.txt
"selling - doc3.txt
"sensation!" - doc3.txt
"set - doc3.txt
"seven-ana-half!" - doc3.txt
"seventy-two." - doc3.txt
"sh! - doc3.txt
"sh!" - doc3.txt
"sh--" - doc3.txt
"shall!" - doc3.txt
"she - doc2.txt
"shear" - doc3.txt
"shoved". - doc3.txt
"shoved." - doc3.txt
"showing - doc3.txt
"shrank - doc3.txt
"shrill - doc3.txt
"siberia!" - doc3.txt
"sick - doc3.txt
"sight"; - doc3.txt
"sights" - doc3.txt
"signature, - doc3.txt
"signs." - doc3.txt
"silence!" - doc3.txt
"sincerely - doc3.txt
"singing - doc3.txt
"sir - doc2.txt
"sir!" - doc3.txt
"sir" - doc3.txt
"sir, - doc3.txt
"sir?" - doc3.txt
"sister - doc3.txt
"size" - doc3.txt
"skull-hunters" - doc3.txt
"slender." - doc3.txt
"slouch" - doc3.txt
"smells": - doc3.txt
"smelt" - doc3.txt
"snodgrass"-- - doc3.txt
"snodgrass"--saturday - doc3.txt
"so-so." - doc3.txt
"sold." - doc3.txt
"some - doc3.txt
"some--yes." - doc3.txt
"soon - doc3.txt
"spare - doc3.txt
"speak - doc3.txt
"speak." - doc3.txt
"specimen - doc3.txt
"spectacular - doc3.txt
"spoil" - doc3.txt
"stanning!" - doc3.txt
"starter." - doc3.txt
"steeds," - doc3.txt
"stick - doc3.txt
"stoning.") - doc3.txt
"stooped"; - doc3.txt
"stormfield." - doc3.txt
"storms," - doc3.txt
"strange." - doc2.txt
"stretches"--stretches - doc3.txt
"stub-hunters" - doc3.txt
"stuck!" - doc3.txt
"stuff!" - doc3.txt
"subdued"; - doc3.txt
"subscriber." - doc3.txt
"suicide - doc3.txt
"sumter" - doc3.txt
"sundries," - doc3.txt
"sunflower"--' - doc3.txt
"supplement" - doc3.txt
"supplements." - doc3.txt
"sure?" - doc3.txt
"surely - doc3.txt
"surveys - doc3.txt
"suspicious"; - doc3.txt
"swedish - doc3.txt
"sweetheart?" - doc3.txt
"tah-rah-rah - doc3.txt
"take - doc3.txt
"taken - doc3.txt
"tare - doc3.txt
"technique-- - doc3.txt
"tell - doc3.txt
"terrible - doc3.txt
"thank - doc2.txt
"thanks." - doc3.txt
"thanks?" - doc3.txt
"that? - doc3.txt
"the" - doc3.txt
"theft?" - doc3.txt
"theirs--" - doc3.txt
"there's - doc3.txt
"therefore - doc3.txt
"therefore--" - doc3.txt
"thieves,"--whereupon - doc3.txt
"think." - doc3.txt
"thirteen." - doc3.txt
"thirty - doc3.txt
"this - doc3.txt
"thomas." - doc3.txt
"thou - doc3.txt
"though - doc2.txt
"thousand" - doc3.txt
"three - doc3.txt
"three!" - doc3.txt
"three--"! - doc3.txt
"to - doc3.txt
"to" - doc3.txt
"tom - doc3.txt
"tom!" - doc3.txt
"tom." - doc3.txt
"tomahawked." - doc3.txt
"too - doc3.txt
"took - doc3.txt
"transients." - doc3.txt
"transvaaltruppentropentransporttrampelthiertreibertrauungsthraenen- - doc3.txt
"trifling." - doc3.txt
"trust."] - doc3.txt
"tuesday." - doc3.txt
"turner"] - doc3.txt
"turner." - doc3.txt
"twenty-five." - doc3.txt
"two--!" - doc3.txt
"two-year-olds" - doc3.txt
"unanimous?" - doc3.txt
"unbelief, - doc3.txt
"uncle - doc3.txt
"unique"; - doc3.txt
"unperfected - doc3.txt
"unwearied - doc2.txt
"vagabond"--the - doc3.txt
"venice!" - doc3.txt
"very." - doc2.txt
"view." - doc3.txt
"wair - doc3.txt
"wait! - doc3.txt
"wardrobe?" - doc3.txt
"warranty - doc3.txt
"was - doc2.txt
"wawkawampanoosucwinnebayowallazvsagamoresa- - doc3.txt
"weaver." - doc3.txt
"webster." - doc3.txt
"wegen - doc3.txt
"well--could - doc3.txt
"well--no." - doc3.txt
"well--yes." - doc3.txt
"well-good-bye." - doc3.txt
"went - doc3.txt
"what!" - doc3.txt
"what's - doc3.txt
"what--regular?" - doc3.txt
"what--you?" - doc3.txt
"what?" - doc3.txt
"when?" - doc3.txt
"where, - doc3.txt
"where?" - doc3.txt
"whew!" - doc3.txt
"which - doc2.txt
"which, - doc2.txt
"which?" - doc3.txt
"who - doc3.txt
"who" - doc3.txt
"who?" - doc3.txt
"whore." - doc1.txt
"whose - doc3.txt
"why, - doc3.txt
"why--no." - doc3.txt
"why?" - doc3.txt
"william - doc3.txt
"willow"; - doc1.txt
"winnemucca," - doc3.txt
"with - doc3.txt
"words - doc3.txt
"write?" - doc3.txt
"ye--yes." - doc3.txt
"ye-s." - doc3.txt
"yes!" - doc3.txt
"yes" - doc3.txt
"yes'm--she--" - doc3.txt
"yes'm." - doc3.txt
"yes," - doc2.txt
"yes--indeedy." - doc3.txt
"yes--middlin'." - doc3.txt
"yes--perfect." - doc3.txt
"yes--perfectly." - doc3.txt
"yes--regular." - doc3.txt
"yes--sometimes." - doc3.txt
"yes. - doc2.txt
"you're - doc3.txt
"you've - doc3.txt
"you?" - doc3.txt
"young - doc3.txt
"your - doc3.txt
"zylobalsamum." - doc3.txt
#10000, - doc1.txt
#100] - doc1.txt
#31100] - doc2.txt
#3200] - doc3.txt
$1,000, - doc3.txt
$1,265,215,217. - doc3.txt
$1,500 - doc3.txt
$1,500,000. - doc3.txt
$1.50. - doc3.txt
$10, - doc3.txt
$10,000 - doc3.txt
$10,000." - doc3.txt
$100,000 - doc3.txt
$100,000. - doc3.txt
$118,000 - doc3.txt
$12 - doc3.txt
$12,000,000. - doc3.txt
$12,500. - doc3.txt
$130,000--is - doc3.txt
$15,000. - doc3.txt
$150,000, - doc3.txt
$16,000 - doc3.txt
$17,000 - doc3.txt
$17,000. - doc3.txt
$17,870.94. - doc3.txt
$19 - doc3.txt
$191,000 - doc3.txt
$2,800 - doc3.txt
$2,986 - doc3.txt
$20,000,000.] - doc3.txt
$200 - doc3.txt
$200,000 - doc3.txt
$200. - doc3.txt
$21,200,000 - doc3.txt
$21.70 - doc3.txt
$22.50. - doc3.txt
$2400 - doc3.txt
$25 - doc3.txt
$25,000. - doc3.txt
$27,875.83! - doc3.txt
$28,000,000. - doc3.txt
$2;400 - doc3.txt
$3 - doc3.txt
$3,000 - doc3.txt
$3,000, - doc3.txt
$3,000. - doc3.txt
$3. - doc3.txt
$300,000 - doc3.txt
$300,000,000. - doc3.txt
$300. - doc3.txt
$325,000 - doc3.txt
$350,000 - doc3.txt
$36 - doc3.txt
$37.50 - doc3.txt
$375 - doc3.txt
$4,000,000. - doc3.txt
$400 - doc3.txt
$45,000 - doc3.txt
$45,553,700. - doc3.txt
$5,000." - doc3.txt
$50 - doc3.txt
$50, - doc3.txt
$50-- - doc3.txt
$500,000,000. - doc3.txt
$500. - doc3.txt
$52,000,000. - doc3.txt
$7,960?" - doc3.txt
$75,000. - doc3.txt
$750.00 - doc3.txt
$8,000 - doc3.txt
$8,873--the - doc3.txt
$800,000; - doc3.txt
$8997.94; - doc3.txt
& - doc3.txt
&c, - doc3.txt
&c.") - doc3.txt
&c.' - doc1.txt
&c., - doc3.txt
' - doc3.txt
'"no!" - doc3.txt
'"speak!" - doc3.txt
'"when?" - doc3.txt
'"yes." - doc3.txt
'----------!' - doc3.txt
'00. - doc3.txt
'01. - doc3.txt
'02. - doc3.txt
'03. - doc3.txt
'04 - doc3.txt
'04. - doc3.txt
'05. - doc3.txt
'06. - doc3.txt
'07 - doc3.txt
'07. - doc3.txt
'08. - doc3.txt
'09. - doc3.txt
'10. - doc3.txt
'44 - doc3.txt
'50, - doc3.txt
'53. - doc3.txt
'56. - doc3.txt
'63. - doc3.txt
'63; - doc3.txt
'64. - doc3.txt
'66. - doc3.txt
'67-8, - doc3.txt
'67. - doc3.txt
'68. - doc3.txt
'70. - doc3.txt
'71. - doc3.txt
'72, - doc3.txt
'73. - doc3.txt
'74. - doc3.txt
'75. - doc3.txt
'76. - doc3.txt
'77. - doc3.txt
'78. - doc3.txt
'79. - doc3.txt
'80. - doc3.txt
'81. - doc3.txt
'82. - doc3.txt
'83. - doc3.txt
'84-'85. - doc3.txt
'84. - doc3.txt
'85. - doc3.txt
'86. - doc3.txt
'87 - doc3.txt
'87. - doc3.txt
'88. - doc3.txt
'89. - doc3.txt
'90. - doc3.txt
'91 - doc3.txt
'91. - doc3.txt
'92. - doc3.txt
'93 - doc3.txt
'93. - doc3.txt
'94 - doc3.txt
'94. - doc3.txt
'95. - doc3.txt
'96. - doc3.txt
'97. - doc3.txt
'98. - doc3.txt
'99 - doc3.txt
'99. - doc3.txt
'a' - doc3.txt
'a? - doc1.txt
'above - doc3.txt
'accost'? - doc1.txt
'accurs'd - doc1.txt
'affected.' - doc1.txt
'affection's - doc3.txt
'ah, - doc3.txt
'alas!' - doc1.txt
'alas'? - doc1.txt
'all'?" - doc3.txt
'almost - doc3.txt
'alone.' - doc1.txt
'amen' - doc1.txt
'amen.' - doc1.txt
'ammer, - doc3.txt
'an' - doc3.txt
'and - doc3.txt
'angelus' - doc3.txt
'antony' - doc1.txt
'arnest?" - doc3.txt
'as - doc3.txt
'assembly'; - doc3.txt
'astonishing!' - doc3.txt
'at - doc3.txt
'ay'; - doc1.txt
'ay.' - doc1.txt
'baa.' - doc1.txt
'baby' - doc1.txt
'baker's - doc3.txt
'banished'? - doc1.txt
'banished,' - doc1.txt
'banishment' - doc1.txt
'banishment,' - doc1.txt
'banishment.' - doc1.txt
'behold!' - doc1.txt
'benedictus.' - doc1.txt
'ber - doc3.txt
'bitte?' - doc3.txt
'blackguard!' - doc3.txt
'blatherskite!' - doc3.txt
'blue - doc3.txt
'bobby - doc3.txt
'bolwoggoly'?" - doc3.txt
'bopple'?" - doc3.txt
'bopple,' - doc3.txt
'boston - doc3.txt
'bout - doc3.txt
'bout? - doc3.txt
'bout?" - doc3.txt
'boy'! - doc1.txt
'break;' - doc3.txt
'brothel-daddy!' - doc3.txt
'brothel-knight!' - doc3.txt
'brother's' - doc3.txt
'brothers, - doc3.txt
'burgess.'" - doc3.txt
'burnt - doc3.txt
'but, - doc3.txt
'cagion. - doc1.txt
'canvassing.' - doc3.txt
'capable'; - doc3.txt
'ceres.' - doc1.txt
'certain,' - doc1.txt
'certainly.' - doc3.txt
'chapel':-- - doc3.txt
'chronique - doc3.txt
'chuprassy'. - doc3.txt
'clubs!' - doc1.txt
'come - doc3.txt
'confiscated'. - doc3.txt
'conversation' - doc3.txt
'conversation.' - doc3.txt
'coriolanus' - doc1.txt
'court - doc3.txt
'cripple - doc3.txt
'crore'. - doc3.txt
'cross-garter'd?' - doc1.txt
'crystal.' - doc3.txt
'cuckoo; - doc1.txt
'cuspadores' - doc3.txt
'd - doc3.txt
'death!' - doc1.txt
'death'; - doc1.txt
'degrees.'" - doc3.txt
'demonstrated - doc3.txt
'dingblatter'? - doc3.txt
'do - doc3.txt
'doubt'; - doc1.txt
'dout - doc3.txt
'dove'; - doc1.txt
'drifting - doc3.txt
'ducdame'? - doc1.txt
'ease - doc3.txt
'edgar.' - doc1.txt
'em! - doc1.txt
'em!" - doc3.txt
'em- - doc1.txt
'em--dey's--" - doc3.txt
'em." - doc3.txt
'em?" - doc3.txt
'enterprise'. - doc3.txt
'establishment' - doc3.txt
'establishment'?" - doc3.txt
'exact' - doc3.txt
'excellent! - doc1.txt
'explain.' - doc3.txt
'false - doc3.txt
'farewell.' - doc1.txt
'fastes'. - doc3.txt
'fee - doc3.txt
'female - doc3.txt
'fireside - doc3.txt
'ford - doc3.txt
'front! - doc3.txt
'gainst - doc1.txt
'genre?'" - doc3.txt
'gentleman'- - doc1.txt
'gentlemen, - doc3.txt
'george! - doc3.txt
'gin." - doc3.txt
'git - doc3.txt
'globe- - doc3.txt
'gnillic'? - doc3.txt
'go,' - doc1.txt
'goddamn.'" - doc3.txt
'golden- - doc3.txt
'gonderil,' - doc3.txt
'goneril.' - doc1.txt
'good - doc1.txt
'grace' - doc1.txt
'grand - doc3.txt
'great--' - doc3.txt
'greeing, - doc1.txt
'guns, - doc1.txt
'h.' - doc3.txt
'hamlet.' - doc1.txt
'hard?' - doc3.txt
'have - doc1.txt
'heartless.' - doc3.txt
'heeled,' - doc3.txt
'henry!'] - doc1.txt
'here, - doc3.txt
'hic - doc1.txt
'hill.'" - doc3.txt
'ho!' - doc1.txt
'hobby-horse'? - doc1.txt
'hornet' - doc3.txt
'hornet.' - doc3.txt
'how - doc3.txt
'hurricane' - doc3.txt
'husband'; - doc1.txt
'i'; - doc1.txt
'i,' - doc1.txt
'i.' - doc1.txt
'ice.' - doc3.txt
'if - doc3.txt
'im?" - doc3.txt
'in - doc2.txt
'iniquitous - doc3.txt
'it's - doc3.txt
'je - doc3.txt
'juliet.' - doc1.txt
'kase - doc3.txt
'king' - doc3.txt
